Algorithm,1000 Elements,5000 Elements,10000 Elements,25000 Elements,50000 Elements
quick_sort,0.0397586822509765,0.4157667160034179,1.7638940811157229,11.203860521316528,49.40237832069397
quick_sort,0.0396134853363037,0.4343240261077881,1.7858405113220217,11.265378713607788,48.26295638084412
quick_sort,0.0398569107055664,0.4131786823272705,1.8055391311645508,11.635949611663818,49.2852771282196
quick_sort,0.040112018585205,0.4205420017242432,1.7746589183807373,11.312457084655762,49.73249101638794
quick_sort,0.0389589071273804,0.4285697937011719,1.7932450771331787,11.40791368484497,48.50346732139587
quick_sort,0.0394256114959717,0.4173183441162109,1.8186044692993164,11.506729125976562,49.00782346725464
quick_sort,0.039689302444458,0.4316549301147461,1.7792134284973145,11.25768494606018,48.964537382125854
quick_sort,0.0400214195251464,0.4198751449584961,1.7689015865325928,11.154972314834597,49.58802771568298
quick_sort,0.0392844676971436,0.4254364967346191,1.7829341888427734,11.482614517211914,48.83547806739807
quick_sort,0.0401041507720947,0.4163849353790283,1.8093247413635247,11.643589973449709,49.29189419746399
quick_sort_mid_pivot,0.0005314350128173,0.0058462619781494,0.0129404067993164,0.0337693691253662,0.0738956928253173
quick_sort_mid_pivot,0.0010144710540771,0.0050034523010253,0.0114665031433105,0.0348074436187744,0.0689005851745605
quick_sort_mid_pivot,0.0011582374572753,0.0059995651245117,0.0113422870635986,0.0317511558532714,0.0684857368469238
quick_sort_mid_pivot,0.0010042190551757,0.0055766105651855,0.0124387741088867,0.0325775146484375,0.0685746669769287
quick_sort_mid_pivot,0.0020110607147216,0.0057930946350097,0.0117688179016113,0.0323753356933593,0.0694739818572998
quick_sort_mid_pivot,0.0010304450988769,0.0055932998657226,0.0115611553192138,0.0315463542938232,0.0709006786346435
quick_sort_mid_pivot,0.0011508464813232,0.0055317878723144,0.0120441913604736,0.0324892997741699,0.0683836936950683
quick_sort_mid_pivot,0.0005726814270019,0.0057964324951171,0.0107808113098144,0.0325169563293457,0.0711135864257812
quick_sort_mid_pivot,0.0009882450103759,0.0051941871643066,0.0118665695190429,0.0331602096557617,0.0734550952911377
quick_sort_mid_pivot,0.0009839534759521,0.0059378147125244,0.0134694576263427,0.0313813686370849,0.0682916641235351
bubble_sort,0.0209720134735107,0.579920768737793,2.4912850856781006,18.73895573616028,81.48596000671387
bubble_sort,0.0178179740905761,0.5196382999420166,2.588644504547119,22.54904127120972,87.83596467971802
bubble_sort,0.0193667411804199,0.676628589630127,3.2942676544189453,21.730011224746704,86.52807664871216
bubble_sort,0.0213580131530762,0.5823173522949219,2.521487236022949,19.02311873435974,82.0184326171875
bubble_sort,0.0180294513702393,0.528374195098877,2.601835012435913,22.12907695770264,87.11984586715698
bubble_sort,0.0195279121398925,0.6645383834838867,3.312743902206421,21.594379901885983,85.92744374275208
bubble_sort,0.0201456546783447,0.5878946781158447,2.533429145812988,19.281559705734253,82.55496263504028
bubble_sort,0.0184962749481201,0.5231766700744629,2.609718084335327,22.34327888488769,88.20367479324341
bubble_sort,0.0198945999145508,0.6724576950073242,3.2763988971710205,21.825632333755493,86.29381036758423
bubble_sort,0.021052360534668,0.5810236930847168,2.5120835304260254,19.09238362312317,81.7634289264679
insertion_sort,0.0005475282669067,0.0002896785736084,0.001009464263916,0.0029993057250976,0.0065102577209472
insertion_sort,0.0003780126571655,0.0004830360412597,0.001000165939331,0.0029551982879638,0.0090258121490478
insertion_sort,0.0006299018859863,0.000312328338623,0.0009992122650146,0.0020036697387695,0.0049989223480224
insertion_sort,0.0004172134399414,0.0002539157867432,0.0010230541229248,0.003014042854309,0.0072433948516845
insertion_sort,0.0006897454261779,0.0003318786621094,0.00104820728302,0.002934694290161,0.0088193416595459
insertion_sort,0.0003583431243896,0.0004205703735351,0.0010919570922851,0.0028014183044433,0.00537109375
insertion_sort,0.0005393028259277,0.0002975463867188,0.0010197162628173,0.0028908252716064,0.0069823265075683
insertion_sort,0.0004823207855225,0.0005159378051757,0.0010151863098146,0.0027644634246826,0.0085606575012206
insertion_sort,0.0006461143493652,0.0002737045288085,0.0010061264038085,0.0028429031372072,0.0067098131184579
insertion_sort,0.0003540515899658,0.0004091262817383,0.0010328292846679,0.002978801727295,0.0051096677780151
shell_sort,0.0,0.0039937496185302,0.023879051208496,0.058302879333496,0.0856769084930419
shell_sort,0.0010719299316406,0.0036256313323974,0.0070021152496337,0.0226919651031494,0.0536556243896484
shell_sort,0.0009880065917968,0.0030276775360107,0.0075147151947021,0.0207233428955078,0.0636110305786132
shell_sort,0.0,0.0037333965301513,0.0072855949401855,0.0247597694396972,0.0628540515899658
shell_sort,0.0010490417480468,0.0025346279144287,0.0084874629974365,0.0210225582122802,0.0728602409362793
shell_sort,0.0015101432800292,0.0036342144012451,0.0069563388824462,0.0273089408874511,0.068598985671997
shell_sort,0.0,0.0025305747985839,0.00834321975708,0.0237579345703125,0.0619959831237793
shell_sort,0.0060231685638427,0.0040125846862792,0.0085339546203613,0.0212647914886474,0.0568833351135253
shell_sort,0.0,0.00301194190979,0.0077927112579345,0.0251553058624267,0.0661113262176513
shell_sort,0.0009584426879882,0.0038237571716308,0.0069537162780761,0.0288484096527099,0.0734422206878662
merge_sort,0.0005168914794921,0.0075604915618896,0.0131843090057373,0.0425639152526855,0.0856521129608154
merge_sort,0.0014934539794921,0.0060100555419921,0.0141968727111816,0.0423810482025146,0.0860702991485595
merge_sort,0.0012183189392089,0.0068740844726562,0.0150351524353027,0.0402584075927734,0.0879201889038086
merge_sort,0.0020902156829833,0.0066926479339599,0.0141487121582031,0.0401599407196044,0.0868463516235351
merge_sort,0.0011193752288818,0.0065536499023437,0.0149397850036621,0.0415775775909423,0.0865869522094726
merge_sort,0.0005314350128173,0.0072181224822998,0.0133454799652099,0.1113159656524658,0.0878362655639648
merge_sort,0.0010237693786621,0.0072455406188964,0.0150268077850341,0.0405421257019043,0.0866665840148925
merge_sort,0.002016544342041,0.0063338279724121,0.0146169662475585,0.0397896766662597,0.0877571105957031
merge_sort,0.0019874572753906,0.0078632831573486,0.0343639850616455,0.0475285053253173,0.0868856906890869
merge_sort,0.0010063648223876,0.0075242519378662,0.0145139694213867,0.0407192707061767,0.0891072750091552
heap_sort,0.0024151802062988,0.013437271118164,0.0275952816009521,0.0752604007720947,0.1601226329803466
heap_sort,0.0021908283233642,0.0175838470458984,0.0259723663330078,0.0744421482086181,0.1634383201599121
heap_sort,0.0020191669464111,0.0133461952209472,0.0268363952636718,0.0759885311126709,0.1650266647338867
heap_sort,0.0022017955780029,0.0121598243713378,0.027318000793457,0.0762500762939453,0.1636884212493896
heap_sort,0.0009963512420654,0.0125586986541748,0.0271039009094238,0.07814621925354,0.1609644889831543
heap_sort,0.0023653507232666,0.0131230354309082,0.0283143520355224,0.076078176498413,0.1625106334686279
heap_sort,0.0020134449005126,0.0217447280883789,0.055384874343872,0.1092572212219238,0.1645896434783935
heap_sort,0.0025629997253417,0.0117659568786621,0.0283224582672119,0.0754039287567138,0.1608741283416748
heap_sort,0.002997875213623,0.0128118991851806,0.0290329456329345,0.0729320049285888,0.1615586280822754
heap_sort,0.0019967555999755,0.012815237045288,0.0269067287445068,0.0775938034057617,0.1843118667602539
improved_bubble_sort,0.0001258850097656,0.0002135038375854,0.0009968280792236,0.0029876232147216,0.004993200302124
improved_bubble_sort,0.0001493692398071,0.0009858608245849,0.0010006427764892,0.0025136470794677,0.0029993057250976
improved_bubble_sort,0.0001871633530807,0.0002312908172607,6.83078765869e-05,0.0015311241149902,0.0084433555603027
improved_bubble_sort,0.0001354217529297,0.0002970695495605,0.0009872913360596,0.002863073348999,0.004767110824585
improved_bubble_sort,9.32216644287e-05,0.0001080703735352,0.0009790172576904,0.0027412223815918,0.0051953830718994
improved_bubble_sort,9.10768508911e-05,0.0001731452941894,0.0009777660369873,0.0019887084960938,0.0083283185958862
improved_bubble_sort,0.0001031303405762,0.0002356109619141,0.0009824104309082,0.0026202793121338,0.0045102548599243
improved_bubble_sort,0.0001219463348389,0.0001183032989502,0.0009784698486328,0.0028984546661377,0.0057244291305542
improved_bubble_sort,0.0001120567321777,0.0001420974731445,0.0009654521942139,0.0025288009643555,0.0048870468139648
improved_bubble_sort,0.0001471996307373,0.0001562833786011,0.0009832372665405,0.0027824192047119,0.0050637483596802
selection_sort,0.0188915729522705,0.4532880783081054,1.8773274421691888,13.86511516571045,70.71041584014893
selection_sort,0.0160305500030517,0.376981258392334,1.7274861335754397,14.237963676452637,76.39476466178894
selection_sort,0.0158653259277343,0.3847124576568603,1.7418663501739502,15.099201440811155,76.23240232467651
selection_sort,0.0208203792572021,0.4830551147460937,2.2023065090179443,14.979197263717651,112.22480964660645
selection_sort,0.0170075893402099,0.4823179244995117,1.778083086013794,15.961471319198608,109.26930737495422
selection_sort,0.0200178623199462,0.5051054954528809,1.9851186275482176,16.723350524902344,139.71416568756104
selection_sort,0.0228052139282226,0.5554020404815674,2.2440602779388428,19.265283584594727,128.75018453598022
selection_sort,0.0194449424743652,0.485506534576416,2.047131061553955,18.850834608078003,163.56745862960815
selection_sort,0.0202836990356445,0.4847149848937988,1.9628076553344729,22.257057428359985,152.63515543937683
selection_sort,0.034063100814819336,0.5414845943450928,4.008728981018066,20.447070360183716,142.3724389076233
